asset_age_years,criticality_score,open_defect_count,highest_defect_severity,active_task_count,highest_task_severity,days_overdue,total_task_duration,risk_label
29,25,3,25,1,15,0,7.79,1
23,40,0,0,1,35,0,0.66,1
25,10,0,0,1,25,0,1.53,0
28,50,1,35,0,0,0,0.0,1
3,25,0,0,1,35,0,5.84,1
8,50,1,15,2,25,49,2.98,1
1,25,0,0,1,35,32,0.98,1
0,50,1,15,4,25,19,2.76,1
25,40,0,0,2,25,16,1.16,1
29,10,0,0,2,35,0,6.78,1
4,10,0,0,3,35,0,7.08,0
22,10,2,35,1,25,41,5.28,1
16,40,0,0,0,0,41,0.0,1
2,50,2,25,2,15,33,3.39,1
28,25,3,35,1,35,0,6.27,1
27,25,1,25,2,15,0,5.24,1
17,40,2,25,1,35,35,6.44,1
21,40,3,35,0,0,50,0.0,1
12,40,0,0,1,25,0,4.33,0
24,40,0,0,0,0,0,0.0,0
13,40,0,0,0,0,0,0.0,0
30,50,1,15,2,15,46,7.69,1
1,25,1,35,0,0,46,0.0,1
5,10,1,25,0,0,0,0.0,0
30,10,1,35,0,0,17,0.0,1
8,40,1,15,1,25,0,2.68,1
9,25,1,25,1,25,0,5.03,1
24,50,1,15,2,25,4,6.56,1
5,40,0,0,0,0,0,0.0,0
15,40,1,35,1,35,0,7.2,1
8,40,2,5,3,25,0,7.6,1
6,25,0,0,0,0,28,0.0,0
29,50,0,0,2,15,0,3.46,1
6,10,2,5,1,25,21,5.75,1
2,40,1,35,3,35,0,2.68,1
20,50,1,25,2,35,0,5.37,1
26,40,0,0,1,25,21,1.88,1
3,50,1,25,0,0,0,0.0,0
21,25,1,15,1,35,0,3.66,1
16,50,2,25,0,0,0,0.0,1
25,40,0,0,1,5,32,7.4,1
3,40,1,15,1,25,0,6.58,1
30,10,1,25,2,35,0,4.22,1
19,25,2,25,1,25,56,1.6,1
26,40,1,25,0,0,49,0.0,1
11,10,0,0,0,0,0,0.0,0
29,40,2,15,0,0,0,0.0,1
19,50,0,0,0,0,0,0.0,0
3,50,1,15,4,5,0,3.49,1
28,10,1,35,0,0,41,0.0,1
24,50,0,0,0,0,0,0.0,1
9,10,0,0,2,25,0,1.54,0
16,40,0,0,0,0,43,0.0,1
12,50,1,15,1,25,0,1.01,1
16,10,2,15,1,15,0,7.3,1
29,10,0,0,1,15,25,4.19,1
27,10,1,25,1,35,0,1.17,1
6,40,1,25,1,15,0,5.88,1
30,50,1,35,0,0,0,0.0,1
13,10,1,25,0,0,33,0.0,1
21,10,1,35,0,0,27,0.0,1
23,40,1,25,0,0,0,0.0,1
14,25,1,35,0,0,0,0.0,0
14,40,1,35,3,25,49,1.06,1
14,50,0,0,2,35,0,3.47,1
26,40,1,15,0,0,60,0.0,1
11,50,0,0,0,0,0,0.0,0
8,40,3,35,1,35,0,2.23,1
11,50,1,35,0,0,27,0.0,1
6,25,0,0,1,25,0,1.73,0
12,10,1,25,2,25,0,4.5,1
3,40,2,15,1,15,0,5.9,1
2,10,1,15,2,25,0,4.15,0
22,50,0,0,4,15,44,6.66,1
2,40,1,25,0,0,4,0.0,0
17,50,1,25,0,0,0,0.0,1
24,25,1,25,4,5,0,7.38,1
22,40,0,0,0,0,25,0.0,0
13,40,2,25,0,0,0,0.0,1
6,25,1,25,1,15,53,6.55,1
28,40,2,15,0,0,42,0.0,1
25,40,0,0,2,25,0,7.67,1
18,50,0,0,2,15,0,7.47,1
2,40,0,0,0,0,0,0.0,0
1,10,0,0,0,0,32,0.0,0
9,40,0,0,0,0,13,0.0,0
4,40,1,15,2,15,49,6.74,1
26,10,0,0,1,35,0,2.69,1
6,25,3,5,1,15,0,1.81,1
8,25,1,35,0,0,59,0.0,1
30,10,0,0,4,35,0,5.95,1
25,40,4,25,0,0,0,0.0,1
6,25,0,0,0,0,24,0.0,0
11,40,1,35,1,25,49,6.84,1
15,25,2,35,0,0,0,0.0,1
20,40,0,0,1,25,36,6.67,1
29,25,1,35,1,5,24,5.33,1
27,50,1,25,0,0,20,0.0,1
30,10,1,35,2,5,0,6.72,1
1,40,0,0,0,0,0,0.0,0
7,25,1,35,2,35,0,5.8,1
17,25,1,35,1,25,31,5.49,1
1,40,1,15,0,0,0,0.0,0
11,50,3,25,0,0,25,0.0,1
4,50,0,0,2,5,0,0.85,0
28,25,1,15,1,25,0,3.95,1
1,25,0,0,1,25,0,0.75,0
4,40,1,5,0,0,38,0.0,1
6,40,1,25,0,0,0,0.0,0
4,25,5,35,3,15,9,1.19,1
17,40,3,15,1,25,29,4.56,1
11,40,0,0,1,25,0,0.86,0
28,40,1,5,1,25,45,7.35,1
8,25,0,0,0,0,51,0.0,1
16,25,0,0,1,35,0,3.88,1
20,25,1,35,0,0,0,0.0,1
19,40,1,15,1,25,0,5.75,1
24,25,0,0,2,35,17,1.61,1
6,40,0,0,0,0,0,0.0,0
15,40,2,5,1,25,37,6.86,1
24,40,0,0,0,0,0,0.0,0
26,10,0,0,2,25,19,4.09,1
19,25,0,0,0,0,48,0.0,1
20,40,1,35,1,25,0,4.69,1
26,40,1,35,1,25,22,5.36,1
19,50,1,25,0,0,0,0.0,1
29,25,0,0,2,5,41,4.55,1
3,50,0,0,1,35,26,4.72,1
10,25,0,0,0,0,17,0.0,0
3,25,0,0,1,35,35,6.08,1
2,10,1,25,1,15,38,6.55,1
14,40,0,0,1,25,41,2.8,1
7,25,0,0,2,35,48,7.42,1
12,25,3,25,2,35,0,3.15,1
13,40,1,15,2,25,0,2.54,1
19,40,2,35,0,0,41,0.0,1
29,10,1,35,0,0,52,0.0,1
26,10,0,0,0,0,26,0.0,0
11,40,1,25,0,0,31,0.0,1
10,25,2,15,0,0,0,0.0,0
23,25,0,0,1,5,29,2.84,1
3,40,2,15,0,0,0,0.0,1
16,25,0,0,0,0,0,0.0,0
13,40,2,5,1,25,35,3.19,1
5,25,0,0,0,0,9,0.0,0
19,25,1,15,2,5,52,2.88,1
9,10,0,0,1,25,32,6.83,1
5,25,1,5,1,25,0,4.71,1
20,10,0,0,1,25,34,7.76,1
5,25,1,35,1,15,53,1.13,1
20,50,1,15,1,25,28,5.1,1
5,50,1,25,0,0,0,0.0,1
13,25,2,25,2,25,28,1.22,1
25,40,2,35,2,25,0,3.94,1
7,40,2,35,3,15,34,3.37,1
23,50,0,0,3,15,57,5.61,1
22,25,1,25,2,35,0,6.09,1
27,25,1,5,1,25,0,2.29,1
5,25,0,0,1,25,16,1.95,0
22,10,0,0,0,0,0,0.0,0
29,25,1,35,1,25,10,3.65,1
23,50,1,5,1,35,7,2.31,1
5,50,1,15,0,0,45,0.0,1
25,10,0,0,2,25,0,5.57,1
3,40,2,5,0,0,0,0.0,0
18,25,0,0,2,5,0,4.38,0
15,40,2,35,1,15,0,6.7,1
16,40,1,5,1,5,0,7.86,1
16,10,0,0,0,0,0,0.0,0
0,50,2,25,1,35,1,3.34,1
15,50,0,0,1,25,0,7.34,1
29,40,1,25,0,0,0,0.0,1
13,40,0,0,2,35,43,6.33,1
8,40,1,25,1,35,54,1.62,1
30,25,0,0,1,35,0,6.77,1
3,10,0,0,1,35,41,4.11,1
15,40,0,0,3,25,11,5.82,1
15,10,1,15,0,0,0,0.0,0
14,50,0,0,0,0,0,0.0,0
28,25,0,0,1,15,40,5.77,1
13,25,0,0,1,15,27,7.14,1
30,25,0,0,2,25,0,6.21,1
2,50,1,35,4,35,0,6.68,1
22,25,0,0,1,25,0,2.91,1
18,25,0,0,2,25,2,7.8,1
7,25,0,0,0,0,12,0.0,0
7,40,0,0,1,35,45,5.46,1
22,50,1,35,2,25,0,6.3,1
19,25,1,25,0,0,0,0.0,0
18,50,2,25,0,0,0,0.0,1
1,25,0,0,0,0,34,0.0,0
18,40,1,35,2,15,0,6.94,1
30,10,0,0,0,0,30,0.0,1
0,40,1,35,1,35,47,1.43,1
14,40,1,25,1,25,0,3.02,1
15,40,0,0,1,15,0,6.77,1
27,25,0,0,0,0,0,0.0,0
8,50,0,0,1,25,0,7.41,1
14,50,3,25,0,0,0,0.0,1
22,40,0,0,1,25,32,6.17,1
1,40,0,0,0,0,59,0.0,1
24,40,0,0,0,0,4,0.0,0
25,25,2,5,0,0,18,0.0,1
22,50,1,5,2,25,0,4.12,1
20,25,0,0,0,0,12,0.0,0
23,40,2,5,2,15,25,2.38,1
24,10,0,0,1,25,55,4.44,1
28,25,0,0,0,0,0,0.0,0
13,40,1,5,2,25,0,3.48,1
14,40,2,15,3,5,0,7.14,1
19,50,0,0,2,25,25,4.75,1
5,50,1,35,1,25,0,3.44,1
26,10,2,35,1,25,19,4.24,1
23,25,0,0,1,25,0,7.5,1
19,25,0,0,0,0,6,0.0,0
9,40,0,0,0,0,0,0.0,0
10,40,1,35,0,0,0,0.0,1
13,50,0,0,1,25,0,5.1,1
20,40,0,0,0,0,0,0.0,0
